event_type,session_id,customer_id,page,product_id,action,city,device,ingested_at,event_timestamp,event_date,event_hour,processed_at
click,SESS-83498,321,search,7,purchase,BENGALURU,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:33.776Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-18035,312,checkout,2,view,MUMBAI,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:33.777Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-64201,75,search,2,search,CHENNAI,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:37.913Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-16543,152,checkout,6,search,DELHI,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:37.913Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-69300,60,checkout,6,purchase,BENGALURU,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:37.915Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-88708,452,checkout,4,view,HYDERABAD,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:42.064Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-11249,368,search,1,remove,PUNE,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:42.064Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-68037,179,search,3,add_to_cart,CHENNAI,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:42.064Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-86096,391,product,5,remove,PUNE,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:46.237Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-79767,346,product,1,purchase,HYDERABAD,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:46.237Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-38001,389,product,3,search,DELHI,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:50.394Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-41919,200,search,6,add_to_cart,HYDERABAD,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:50.395Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-15049,481,cart,1,search,PUNE,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:50.395Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-70947,416,cart,6,search,HYDERABAD,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:54.537Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-13574,122,product,4,search,DELHI,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:54.537Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-43111,257,home,5,search,CHENNAI,tablet,2026-03-15T11:25:00.007Z,2026-03-15T11:24:58.711Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-97085,364,checkout,3,remove,BENGALURU,desktop,2026-03-15T11:25:00.007Z,2026-03-15T11:24:58.711Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-31648,464,search,4,add_to_cart,MUMBAI,mobile,2026-03-15T11:25:00.007Z,2026-03-15T11:24:58.711Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-83920,156,home,7,add_to_cart,BENGALURU,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:00.040Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-62268,355,cart,5,remove,CHENNAI,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:00.040Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-45355,375,product,6,remove,DELHI,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:04.176Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-86359,462,search,5,add_to_cart,CHENNAI,tablet,2026-03-15T11:10:30.007Z,2026-03-15T11:10:04.176Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-81089,398,cart,4,purchase,HYDERABAD,tablet,2026-03-15T11:10:30.007Z,2026-03-15T11:10:04.177Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-35094,56,checkout,3,search,PUNE,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:08.320Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-45901,386,checkout,2,remove,PUNE,desktop,2026-03-15T11:10:30.007Z,2026-03-15T11:10:08.320Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-99389,107,checkout,2,remove,CHENNAI,desktop,2026-03-15T11:10:30.007Z,2026-03-15T11:10:12.494Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-28663,461,home,6,search,PUNE,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:12.494Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-37474,57,product,6,purchase,PUNE,desktop,2026-03-15T11:10:30.007Z,2026-03-15T11:10:12.495Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-70830,250,search,5,search,PUNE,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:16.639Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-26051,374,product,4,search,DELHI,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:16.639Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-69375,323,search,2,add_to_cart,HYDERABAD,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:20.799Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-70642,362,cart,3,view,DELHI,tablet,2026-03-15T11:10:30.007Z,2026-03-15T11:10:20.799Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-20417,250,home,1,add_to_cart,MUMBAI,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:20.799Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-77678,499,product,4,purchase,MUMBAI,desktop,2026-03-15T11:10:30.007Z,2026-03-15T11:10:24.935Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-36801,351,search,2,remove,PUNE,desktop,2026-03-15T11:10:30.007Z,2026-03-15T11:10:24.935Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-54674,31,home,1,view,MUMBAI,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:29.084Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-37100,375,search,8,purchase,DELHI,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:29.085Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-91188,365,product,8,view,CHENNAI,mobile,2026-03-15T11:10:30.007Z,2026-03-15T11:10:29.085Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-50278,438,checkout,5,purchase,CHENNAI,mobile,2026-03-15T11:29:30.006Z,2026-03-15T11:28:59.843Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-54173,495,home,6,search,MUMBAI,desktop,2026-03-15T11:29:30.006Z,2026-03-15T11:28:59.843Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-86044,259,cart,6,add_to_cart,HYDERABAD,desktop,2026-03-15T11:29:30.006Z,2026-03-15T11:29:03.986Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-72129,310,checkout,4,search,BENGALURU,mobile,2026-03-15T11:29:30.006Z,2026-03-15T11:29:03.986Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-76509,107,search,1,add_to_cart,DELHI,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:03.986Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-15705,112,search,1,remove,CHENNAI,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:08.136Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-32658,372,cart,8,purchase,PUNE,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:08.136Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-58032,174,home,8,view,PUNE,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:12.270Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-95713,77,product,1,add_to_cart,CHENNAI,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:12.270Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-43527,155,search,3,add_to_cart,MUMBAI,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:16.416Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-67529,478,checkout,5,search,PUNE,mobile,2026-03-15T11:29:30.006Z,2026-03-15T11:29:16.417Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-96165,102,home,7,remove,HYDERABAD,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:20.569Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-83443,361,cart,2,remove,BENGALURU,desktop,2026-03-15T11:29:30.006Z,2026-03-15T11:29:20.569Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-90356,362,search,3,view,MUMBAI,mobile,2026-03-15T11:29:30.006Z,2026-03-15T11:29:20.570Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-21672,101,cart,8,add_to_cart,DELHI,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:24.731Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-52355,33,checkout,6,add_to_cart,CHENNAI,mobile,2026-03-15T11:29:30.006Z,2026-03-15T11:29:24.732Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-58924,462,search,5,view,HYDERABAD,mobile,2026-03-15T11:29:30.006Z,2026-03-15T11:29:24.732Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-85957,230,cart,4,search,MUMBAI,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:28.879Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-77909,432,home,8,search,DELHI,tablet,2026-03-15T11:29:30.006Z,2026-03-15T11:29:28.879Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-53344,71,home,2,remove,MUMBAI,mobile,2026-03-15T11:29:30.006Z,2026-03-15T11:29:28.879Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-97538,331,home,4,add_to_cart,DELHI,mobile,2026-03-15T11:32:00.009Z,2026-03-15T11:31:29.919Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-99091,289,product,1,view,HYDERABAD,tablet,2026-03-15T11:32:00.009Z,2026-03-15T11:31:29.920Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-67540,189,product,3,purchase,DELHI,tablet,2026-03-15T11:32:00.009Z,2026-03-15T11:31:34.074Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-77329,482,search,3,purchase,PUNE,tablet,2026-03-15T11:32:00.009Z,2026-03-15T11:31:34.076Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-26862,497,search,6,add_to_cart,CHENNAI,tablet,2026-03-15T11:32:00.009Z,2026-03-15T11:31:38.229Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-99315,447,search,3,view,PUNE,desktop,2026-03-15T11:32:00.009Z,2026-03-15T11:31:38.230Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-56863,365,cart,4,add_to_cart,CHENNAI,mobile,2026-03-15T11:32:00.009Z,2026-03-15T11:31:38.230Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-56739,2,search,6,add_to_cart,PUNE,desktop,2026-03-15T11:32:00.009Z,2026-03-15T11:31:42.378Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-18903,353,search,6,search,CHENNAI,desktop,2026-03-15T11:32:00.009Z,2026-03-15T11:31:42.378Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-55206,24,search,5,view,BENGALURU,desktop,2026-03-15T11:32:00.009Z,2026-03-15T11:31:46.528Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-93228,340,cart,3,view,HYDERABAD,tablet,2026-03-15T11:32:00.009Z,2026-03-15T11:31:46.528Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-21634,151,product,8,view,HYDERABAD,mobile,2026-03-15T11:32:00.009Z,2026-03-15T11:31:46.528Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-39124,419,cart,4,add_to_cart,DELHI,desktop,2026-03-15T11:32:00.009Z,2026-03-15T11:31:50.683Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-73992,60,checkout,4,view,CHENNAI,mobile,2026-03-15T11:32:00.009Z,2026-03-15T11:31:50.683Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-78320,236,home,8,view,HYDERABAD,mobile,2026-03-15T11:32:00.009Z,2026-03-15T11:31:54.846Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-27471,156,search,5,add_to_cart,BENGALURU,tablet,2026-03-15T11:32:00.009Z,2026-03-15T11:31:54.846Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-85816,441,cart,5,remove,CHENNAI,mobile,2026-03-15T11:32:00.009Z,2026-03-15T11:31:59.008Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-25373,209,home,6,search,DELHI,desktop,2026-03-15T11:32:00.009Z,2026-03-15T11:31:59.008Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-50413,125,search,8,add_to_cart,MUMBAI,desktop,2026-03-15T11:32:00.009Z,2026-03-15T11:31:59.010Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-79767,229,home,8,purchase,CHENNAI,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:29.787Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-52806,84,search,7,remove,BENGALURU,desktop,2026-03-15T11:26:00.006Z,2026-03-15T11:25:29.787Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-83415,484,product,3,search,CHENNAI,tablet,2026-03-15T11:26:00.006Z,2026-03-15T11:25:29.788Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-37453,83,product,8,purchase,HYDERABAD,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:33.970Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-41734,76,search,2,search,CHENNAI,tablet,2026-03-15T11:26:00.006Z,2026-03-15T11:25:33.971Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-85266,137,search,7,remove,HYDERABAD,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:33.971Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-54113,265,product,8,view,MUMBAI,tablet,2026-03-15T11:26:00.006Z,2026-03-15T11:25:38.125Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-12919,223,home,4,add_to_cart,MUMBAI,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:38.125Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-15930,328,checkout,7,search,HYDERABAD,desktop,2026-03-15T11:26:00.006Z,2026-03-15T11:25:38.125Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-32278,111,cart,2,view,BENGALURU,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:42.269Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-99019,447,home,5,purchase,PUNE,tablet,2026-03-15T11:26:00.006Z,2026-03-15T11:25:42.269Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-14818,53,search,4,view,BENGALURU,tablet,2026-03-15T11:26:00.006Z,2026-03-15T11:25:42.269Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-23463,83,cart,8,add_to_cart,BENGALURU,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:46.418Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-59834,9,search,2,search,HYDERABAD,tablet,2026-03-15T11:26:00.006Z,2026-03-15T11:25:46.418Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-34948,137,home,4,add_to_cart,MUMBAI,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:50.562Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-86297,299,cart,1,add_to_cart,HYDERABAD,tablet,2026-03-15T11:26:00.006Z,2026-03-15T11:25:50.562Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-32059,223,checkout,2,search,DELHI,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:54.720Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-19635,278,cart,7,add_to_cart,MUMBAI,tablet,2026-03-15T11:26:00.006Z,2026-03-15T11:25:54.720Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-82662,32,home,2,remove,MUMBAI,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:58.881Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-15073,435,checkout,2,search,BENGALURU,mobile,2026-03-15T11:26:00.006Z,2026-03-15T11:25:58.882Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-33938,122,checkout,3,purchase,BENGALURU,tablet,2026-03-15T11:14:00.009Z,2026-03-15T11:13:29.740Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-95708,378,checkout,6,purchase,CHENNAI,tablet,2026-03-15T11:14:00.009Z,2026-03-15T11:13:29.740Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-10017,66,cart,4,view,HYDERABAD,mobile,2026-03-15T11:14:00.009Z,2026-03-15T11:13:33.897Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-14036,184,cart,1,search,CHENNAI,mobile,2026-03-15T11:14:00.009Z,2026-03-15T11:13:33.897Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-77623,145,cart,3,purchase,CHENNAI,desktop,2026-03-15T11:14:00.009Z,2026-03-15T11:13:33.897Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-45586,37,checkout,8,remove,CHENNAI,tablet,2026-03-15T11:14:00.009Z,2026-03-15T11:13:38.058Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-51512,188,home,3,add_to_cart,CHENNAI,mobile,2026-03-15T11:14:00.009Z,2026-03-15T11:13:38.058Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-52164,394,checkout,7,remove,PUNE,desktop,2026-03-15T11:14:00.009Z,2026-03-15T11:13:38.058Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-62183,244,cart,8,view,CHENNAI,tablet,2026-03-15T11:14:00.009Z,2026-03-15T11:13:42.230Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-89469,335,home,7,view,DELHI,mobile,2026-03-15T11:14:00.009Z,2026-03-15T11:13:42.230Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-55688,32,home,3,add_to_cart,DELHI,desktop,2026-03-15T11:14:00.009Z,2026-03-15T11:13:42.230Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-19219,84,checkout,6,view,MUMBAI,mobile,2026-03-15T11:14:00.009Z,2026-03-15T11:13:46.374Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-67267,270,search,8,view,DELHI,desktop,2026-03-15T11:14:00.009Z,2026-03-15T11:13:46.374Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-22166,308,checkout,7,add_to_cart,BENGALURU,desktop,2026-03-15T11:14:00.009Z,2026-03-15T11:13:46.374Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-14880,165,checkout,8,add_to_cart,CHENNAI,desktop,2026-03-15T11:14:00.009Z,2026-03-15T11:13:50.559Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-66462,497,checkout,6,view,CHENNAI,desktop,2026-03-15T11:14:00.009Z,2026-03-15T11:13:50.560Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-38609,352,cart,4,purchase,DELHI,desktop,2026-03-15T11:14:00.009Z,2026-03-15T11:13:54.687Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-51594,254,home,6,search,DELHI,mobile,2026-03-15T11:14:00.009Z,2026-03-15T11:13:54.687Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-74933,104,search,2,remove,HYDERABAD,tablet,2026-03-15T11:14:00.009Z,2026-03-15T11:13:54.687Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-47140,473,checkout,6,add_to_cart,PUNE,mobile,2026-03-15T11:14:00.009Z,2026-03-15T11:13:58.832Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-34951,119,cart,8,search,HYDERABAD,mobile,2026-03-15T11:14:00.009Z,2026-03-15T11:13:58.832Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-56646,399,product,8,purchase,PUNE,mobile,2026-03-15T11:24:00.007Z,2026-03-15T11:23:29.486Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-40020,177,cart,1,purchase,DELHI,mobile,2026-03-15T11:24:00.007Z,2026-03-15T11:23:29.486Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-31156,35,cart,1,remove,HYDERABAD,tablet,2026-03-15T11:24:00.007Z,2026-03-15T11:23:33.629Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-41465,71,product,7,purchase,PUNE,tablet,2026-03-15T11:24:00.007Z,2026-03-15T11:23:33.629Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-45439,68,checkout,3,search,CHENNAI,mobile,2026-03-15T11:24:00.007Z,2026-03-15T11:23:37.785Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-32146,107,checkout,2,search,CHENNAI,mobile,2026-03-15T11:24:00.007Z,2026-03-15T11:23:37.785Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-21273,399,search,3,purchase,PUNE,desktop,2026-03-15T11:24:00.007Z,2026-03-15T11:23:37.785Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-30984,192,checkout,2,purchase,MUMBAI,mobile,2026-03-15T11:24:00.007Z,2026-03-15T11:23:41.925Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-95009,139,home,4,view,BENGALURU,tablet,2026-03-15T11:24:00.007Z,2026-03-15T11:23:41.925Z,2026-03-15,11,2026-03-15T11:32:21.901Z
click,SESS-77105,82,home,1,purchase,BENGALURU,mobile,2026-03-15T11:24:00.007Z,2026-03-15T11:23:46.103Z,2026-03-15,11,2026-03-15T11:32:21.901Z
